CSI,COM_CAT#1,COM_CAT#2,COM_CAT#3,BASE_TYPE,ARPU_GROUP,COM_CAT#7,COM_CAT#8,DEVICE_TYPE_ID,INTERNET_TYPE_ID,COM_CAT#23,COM_CAT#28,COM_CAT#31,COM_CAT#34,SUM_MINUTES,SUM_DATA_MB,SUM_DATA_MIN,CONN_COUNT
1,5,69,5,2,12,1,112,5,2,0.0696207725630634,0.164300418671716,0.268918575467802,2,0.250742862722616,0.0801515438818547,0.894455399300646,0.294435548438751
1,5,41,5,2,8,4,646,3,3,0.0303657827513414,0.0644598092524712,0.141019633383105,3,0.0536019226153964,0.0111474678872817,0.435244350000698,0.00300240192153723
0,5,23,5,2,3,4,93,5,1,0.00746965778910001,0.00689027674026719,0.0085101820376783,2,0.0211576177124731,0.069519550007153,0.256747985208625,0.0152121697357886
0,5,60,5,2,7,1,734,5,2,0.0242196407649851,0.0252571096016538,0.0942930552466881,10,0.13767265105662,0.000278067377946875,0.0702356041590308,0.0414331465172138
0,5,83,5,2,5,3,937,3,3,0.0118103705669641,0.019003092264128,0.0174631476951425,3,0.0340644975539258,0,2.01053831390072E-06,0.00820656525220176
0,5,48,5,2,12,3,1044,3,3,0.0547181243092138,0.172428469676702,0.186082298185977,3,0.1962193314598,3.45148697351477E-07,0.00328042524431908,0.011609287429944
0,5,60,5,2,9,1,1336,5,2,0.0338840998259175,0.0290833521532929,0.0607387934047082,2,0.028293243974593,0.0120973505038798,0.299896998575612,0.0382305844675741
0,5,10,5,2,4,3,926,3,3,0.0109652760438401,0.0114157531747824,0.0315547860342472,3,0.0921727857526859,0,6.72757051189855E-06,0.0120096076861489
0,5,60,5,2,5,4,1152,3,3,0.0136332604060993,0,0.0624463894272008,3,0.0524725976527064,0,0,0.0022017614091273
0,5,69,5,2,10,1,121,5,1,0.0475889488176534,0.00629310494588538,0.143704133176605,9,0.212473734109665,0.00215409528782846,0.81165686915881,0.0562449959967974
0,5,33,5,2,5,3,1346,5,1,0.0163675951648022,0.00833217518197453,0.0466292848746704,10,0.0861391527204549,0,0,0.010808646917534
1,5,41,5,2,5,4,1008,3,3,0.0158944120743753,0,0.129362312164438,3,0.138334065149895,6.68029736809311E-08,2.31985190065467E-06,0.000600480384307446
0,5,48,13,1,7,1,1294,5,2,0.0267060345685565,0.000775237565797474,0.0574725196174985,9,0.110762365474308,0.00105984031127692,0.0153506146834253,0.022417934347478
1,5,33,4,2,5,3,963,3,3,0.0128615005316762,0.000796952903774994,0.035790021285383,4,0.0234884215101977,0,0,0.00120096076861489
0,5,64,2,2,1,3,933,3,3,0.00546517739127701,9.98905546965933E-05,0.00165199987292309,4,0.00233845622374504,0,0,0.000400320256204964
0,5,48,5,2,1,4,925,3,3,0.00537962030112604,0,0.000526177844140166,4,0.0021646299452515,0,0,0.000800640512409928
0,5,14,1,2,4,3,353,3,3,0.00767743929375241,0.0102691833295693,0.0170481621501414,3,0.0251009618663695,0,0,0.00940752602081665
0,5,33,3,2,4,3,1118,3,3,0.0101987543586099,0.00420843250004343,0.00815277821901706,7,0.0136491942895427,0,0,0.00120096076861489
0,5,17,5,2,6,4,1500,5,2,0.0174204711925785,0.0425142886923892,0.0455967849540935,9,0.040418451279153,0,7.73283966884891E-06,0.0160128102481986
0,5,4,5,2,5,1,707,5,1,0.0175357113548227,0.0282060524990011,0.0231657241795597,9,0.048843015363072,0.00224003731346898,0.971465976278745,0.0106084867894315
0,3,68,5,2,7,2,1124,5,1,0.0268334971722509,0.0382928269895593,0.0455967849540935,10,0.0748983830378952,2.78345723670545E-07,9.66604958606111E-06,0.0152121697357886
0,3,11,2,2,2,3,869,5,1,0.00537962030112604,0,0.00916542237189059,2,0.067991245273569,0.0816785151204246,0.297043194095823,0.0582465972778223
0,3,46,2,2,3,3,974,3,3,0.00720251014026123,0,0.0036455189503447,4,0.00262270060372008,0,0,0.00200160128102482
0,3,11,4,2,8,2,79,5,2,0.0282862216417532,0.23257344127304,0.171029640690028,9,0.238741191177007,0.000272344589868209,0.293004022623197,0.0308246597277822
0,3,45,5,2,3,3,1315,5,1,0.00830252987077386,0.00384578635581884,0.0208287003208692,10,0.031765397910302,2.89479552617368E-07,0.000111275562834736,0.00740592473979183
0,3,28,5,2,2,7,149,5,2,0.00537962030112604,0.0107121762243108,0.0154835276551133,10,0.0424486115260322,0,0,0.0126100880704564
0,3,46,5,2,8,2,1651,5,2,0.0364979562331832,0.0481059882216007,0.125752533595959,2,0.144579788558566,0.0258571152754676,0.841200879069218,0.077261809447558
0,3,24,5,2,6,1,1064,5,1,0.0180036562560567,0.0116090196827823,0.154686358293357,9,0.169587824435663,0.00435156797323374,0.715524216933994,0.0932746196957566
0,3,66,5,2,5,3,955,3,3,0.0119587859274301,0.0574935288292827,0.0325078628840106,3,0.01216456440944,0,0,0.00260208166533227
0,3,24,5,2,6,4,1276,5,2,0.0222954792681202,0.0116546218925351,0.0367331702512946,10,0.0414384514752685,9.01840144692569E-07,7.43899176143265E-05,0.0540432345876701
0,3,20,12,1,12,2,1276,5,2,0.0609602997641069,0.0716019839132776,0.367734774597325,2,0.280202601307828,0.0221211923738484,0.595062272557859,0.17093674939952
0,3,68,5,2,4,3,1073,5,2,0.00899571690730324,0.00211507391901048,0.0192620802490708,10,0.0141499015328532,0,0,0.00680544435548439
0,3,46,5,2,10,4,1274,5,2,0.0467124251593719,0.00506618835015548,0.109317914667853,2,0.117518634828556,0.0284121508775001,0.493926086425311,0.103883106485188
0,3,68,4,2,6,3,443,5,2,0.0179477822379989,0.0281930232962146,0.0412940400927661,10,0.0466816664064639,1.33605947361862E-07,1.73215608582215E-05,0.0152121697357886
0,3,68,2,2,4,4,430,3,3,0.00868666374492113,0.00555044038705418,0.0108789751246942,3,0.0176308016886535,0,0,0.00700560448358687
0,3,45,16,2,9,2,1298,5,1,0.0367703420712149,0.210184927818217,0.145086094608762,2,0.231407686186769,0.0823039579615123,0.456308914572231,0.160928742994396
0,3,6,1,2,3,1,126,5,2,0.00723917746461166,0,0.00601828319090129,2,0.0101639212532788,0,0.000325165908075097,0.0168134507606085
1,3,68,5,2,12,4,1138,3,3,0.0473829133760653,0.400348314021159,0.219432045620612,1,0.308965941247374,0,0,0.0244195356285028
0,3,57,5,2,11,1,1355,5,1,0.0431522025712524,0.0867006584090475,0.199206960637926,2,0.220494891984641,0.0200136253571886,0.732294503652224,0.0430344275420336
1,3,6,3,2,9,2,114,5,2,0.038746885460009,0.05107230338933,0.076482431616736,2,0.0853093783016775,0.0243716843526983,0.632083629114456,0.132706164931946
0,3,57,5,2,4,4,229,5,1,0.00963477598883916,0.00188054826885326,0.0128566095879531,10,0.0399734993276702,2.59306876171481E-05,0.00107718456587065,0.0266212970376301
0,3,45,5,2,6,3,1315,5,1,0.0206297351047725,0.0107773222382433,0.138998316230899,1,0.15435779368167,1.46966542098048E-06,0.000109806323297654,0.0476381104883907
0,3,66,5,2,7,2,1370,5,2,0.0299938713186443,0,0.0151420084506147,10,0.0647224349694508,0,0,0.0226180944755805
0,3,45,5,2,7,3,1298,5,1,0.0338177494294739,0.00152441672602192,0.164810814245322,9,0.152182231961626,0.00834320152427463,0.17345602256752,0.0178142514011209
1,3,6,5,2,9,1,247,5,2,0.0291278240387486,0.127204106804718,0.301174270101979,2,0.243996430889928,0.0111084104153362,0.630478136942409,0.180144115292234
0,3,53,5,2,7,1,1309,5,1,0.0227302489711323,0.0916865000086861,0.0674222448136735,10,0.150455992843303,0.00275896281302245,0.0245748871392052,0.0270216172938351
0,3,66,5,2,6,1,824,5,2,0.00537962030112604,0,0.046615385837278,9,0.0874302778680164,0,0,0.0354283426741393
0,3,65,1,2,9,2,123,5,1,0.0314937394908829,0.0378411479596268,0.0745663500333577,10,0.0814862918042608,0.000953645850782132,0.00751778939765822,0.0422337870296237
0,3,57,5,2,1,4,63,3,3,0.00537962030112604,0,0.0147667344410204,10,0.096104103878555,0,4.05974082614567E-05,0.0206164931945556
0,3,79,5,2,4,4,944,3,3,0.0111224217196277,0.00943748588503031,0.013795787400324,9,0.00993980596392295,0,0,0.017013610888711
0,3,20,5,2,5,3,1020,3,3,0.00991938426832099,0,0.049287972170156,3,0.063719928000656,0,0,0.0138110488390713
0,3,28,5,2,7,7,601,5,1,0.0162942605161013,0.0545011552559804,0.0761548114496299,9,0.138958310579164,0.00141068952904917,0.00733861950253099,0.0156124899919936
1,3,66,1,2,5,1,60,5,1,0.0178150814451116,0.000699233882876153,0.117115274644979,10,0.1414531009036,0.000180245556820099,0.0160140149986159,0.0296236989591673
0,3,20,4,2,12,2,118,5,2,0.0563419629590181,0.08648567656307,0.10772349652127,2,0.441583416742702,0.377555332040228,0.732695219403862,0.129903923138511
0,3,20,5,2,11,2,1332,5,2,0.0578819905817358,0.00152658825981968,0.10545001111923,10,0.171511940314257,2.07645909858227E-05,0.00140915537285434,0.0192153722978383
0,3,53,3,2,5,1,1318,5,2,0.0162104494890146,0.00240605944790925,0.00627243701750485,2,0.0232336947456995,0.0217354274684988,0.118098247274561,0.0472377902321858
0,3,6,5,2,12,1,998,5,2,0.0405383461639867,0.260564511926064,0.334212281983671,8,0.142657860727278,0.0450177111940668,0.666921695718955,0.307646116893515
0,3,1,5,2,8,2,1698,5,1,0.0372574936661562,0.000262755589527995,0.0481085395685739,2,0.0597590922593101,0.00987815571819926,0.747612331095453,0.0210168134507606
1,3,65,4,2,12,4,480,5,1,0.0898331985954669,0.0961924326390216,0.0774474219271214,2,0.133705256420945,0.0268836209028776,0.420749683340217,0.0508406725380304
0,3,65,3,2,6,4,672,3,3,0.0147245498212904,0.0812978823202404,0.0667094227531213,7,0.0626474519270798,0.11002072328448,0.764376276885154,0.0578462770216173
1,3,53,4,2,6,3,1319,5,2,0.0221750009166831,0.0024125740493025,0.0473639482796963,9,0.079343526917276,0.0152765040213553,0.0747061907567824,0.0394315452361889
0,3,79,5,2,8,1,175,7,1,0.0327893182845978,0.0425794347063218,0.172624058836611,1,0.189688272435282,0.00776787204727654,0.456368070795696,0.129303442754203
0,3,66,5,2,8,2,1276,5,2,0.0356615920253808,0.0311419661935618,0.0399398767353941,2,0.0372917640177553,0,0,0.00800640512409928
0,3,45,5,2,12,2,1311,5,2,0.101468962856,0.0596998071677988,0.0426918861390857,2,0.0518538192259454,0.0165079277705317,0.465119789419312,0.229583666933547
0,3,57,5,2,11,2,1620,5,2,0.039254989811722,0.140222451922242,0.127285398862662,10,0.131382105508404,0,0,0.0600480384307446
0,3,20,5,2,7,4,165,7,1,0.0257282392525453,0.00333547591334712,0.0794508688883947,10,0.0901535578709529,0,0,0.00340272217774219
0,3,28,1,2,7,2,476,5,2,0.0278968495784131,0.0812457655090944,0.0659787305016361,2,0.226976755661178,0.147475213341142,0.465130692723247,0.0790632506004804
0,3,28,3,2,8,1,387,3,3,0.024778380945563,0.0351441029828188,0.189509403691584,3,0.0945495046312916,0,0,0.00880704563650921
0,3,11,5,2,12,3,1035,5,1,0.0207432292039524,0.414650035613154,0.0689908504622423,10,0.115640435145955,0.00431536076149867,0.308136029929184,0.0544435548438751
0,3,11,5,2,12,3,1319,5,2,0.060652992664789,0.00965898233240102,0.168781967786002,2,0.156151813135924,0.0482855122576165,0.677901864078335,0.159927942353883
0,3,16,5,2,8,1,1489,5,2,0.0321345446354831,0.00522688185118913,0.10889101566223,2,0.158515414029088,0.00874287258197868,0.177518779201137,0.0650520416333066
0,3,57,5,2,5,3,809,5,1,0.0131408706219651,0.0141974879697028,0.0666697112177145,10,0.0943013378762347,0,0,0.00600480384307446
0,3,16,2,2,1,1,1309,5,1,0.00537962030112604,0,0.0174373351971281,10,0.0809724652636108,0,0,0.00260208166533227
0,3,65,16,2,12,2,110,5,2,0.0520501399469546,0.0517628511370151,0.0641182450678273,8,0.160885573619795,0.0442367844317365,0.639409412103135,0.334867894315452
0,3,6,3,2,3,1,1539,5,1,0.00761632708650169,0.00011726282507861,8.93509546653112E-05,10,0.0121241142320325,6.29061335495433E-06,0.000789213616602719,0.00580464371497198
0,3,53,5,2,12,1,459,5,2,0.0646008412531844,0.0544555530462276,0.211509594306954,2,0.0798529799215137,0.000575496484432275,0.0571021492654579,0.0546437149719776
0,3,57,5,2,12,2,1274,5,2,0.0845531038890062,0.0291832427079895,0.0450328811513168,9,0.0629612141193162,0.00380244752957649,0.223505126099418,0.0688550840672538
0,3,66,5,2,12,2,1651,5,2,0.071422709645427,0.267530792349252,0.245838231089367,2,0.00820700860722001,0,0,0.00920736589271417
0,3,79,5,2,5,1,928,3,3,0.0171288786608395,0.000584142591595295,0.0524648950027004,10,0.0495098965900453,0,0,0.0114091273018415
0,3,66,5,2,12,4,81,5,1,0.159213014455656,0.143833712627903,0.348984973155002,2,0.466451515853323,0.0199014854320362,0.695646565923235,0.0232185748598879
0,3,53,5,2,8,2,1638,5,2,0.0292343338856713,0.0395935757344127,0.0797109794453093,9,0.105532270430806,0.00278748768278421,0.183221825785309,0.0522417934347478
0,3,11,5,2,12,2,1507,5,2,0.10651333904878,0.0569484738460469,0.135658576103186,2,0.165363515775322,0.0193642002485494,0.190651228825552,0.100280224179343
1,3,65,5,2,8,1,836,5,1,0.0348322120698355,0.0186230738495214,0.13328382628586,9,0.207092770065731,0.0293513116168223,0.719789496638538,0.0304243394715773
0,3,65,1,2,6,4,616,5,2,0.00970636457447569,0.00793478449698591,0.0231399116815453,10,0.0337321499801692,0,0,0.00480384307445957
0,3,66,5,2,5,3,1446,3,1,0.0157355203355235,0.0801730278130049,0.071206754137942,3,0.122258954797109,2.78345723670545E-07,2.55183709072014E-05,0.0176140912730184
0,3,28,12,1,10,2,126,5,2,0.0384116413516623,0.196545524034536,0.112566318264129,2,0.134514259772311,0.0278658027572505,0.552606740252372,0.0680544435548439
0,3,6,5,2,6,3,1340,5,1,0.0201548059512813,0.00241908865069576,0.0857590462877657,10,0.18721644050402,0.00747299258761998,0.0995177027898543,0.0352281825460368
0,3,68,5,2,12,3,1250,3,3,0.0418950371649523,0.174230842728836,0.554645058296534,1,0.510810030035349,0,0,0.00920736589271417
0,3,65,11,1,2,6,1315,5,1,0.00537962030112604,0,0.00344696127331067,6,0.00567067470487522,0.0196626982026137,0.0634682868512344,0.00900720576461169
0,3,66,5,2,12,2,1278,5,2,0.0603701304483715,0.0905529593662596,0.34430298313054,2,0.503727974363088,0.0284849215834967,0.391524034438981,0.411128903122498
0,3,24,5,2,8,1,123,5,1,0.0345825250516398,0.0106253148724007,0.0125508307653207,2,0.00713671946583707,0.020657550354328,0.379925625548066,0.0194155324259408
1,3,53,5,2,11,1,1578,5,1,0.0422599643453922,0.0788201622570054,0.132144105219684,9,0.144729562059462,0.00123265960418948,0.365464132769767,0.0990792634107286
0,3,68,5,2,8,1,513,5,1,0.0276419243710244,0.0579864670013724,0.0958378339740128,9,0.00143324746873865,0.00258755751638613,0.0863828559851409,0.0290232185748599
0,3,46,5,2,10,9,926,3,3,0.0464208326276328,0.0284579504195403,0.187998379769355,3,0.137655160387498,0,4.79436059468632E-06,0.0716573258606886
0,3,46,5,2,11,1,1311,5,2,0.0414236001375898,0.0222647360283515,0.250127076913302,2,0.203076180213264,0,0,0.02742193755004
0,5,60,5,2,3,6,1356,5,1,0.00847888224026875,0,0.00187041331766051,10,0.00406797370691699,6.90074718124018E-05,0.0037700686521506,0.00660528422738191
0,5,14,5,2,5,1,1026,3,3,0.0175357113548227,0.00652328752844709,0.0354385741970328,3,0.0434106698916959,0,0,0.00900720576461169
0,5,64,5,2,4,3,694,5,2,0.0103995516110051,0.00188489133644876,0.0161050131842298,10,0.0155809620038039,0,0,0.00320256204963971
1,5,69,11,1,9,2,1311,5,2,0.0389337142078897,0.0556216666956205,0.0714152396988277,9,0.0627010212050422,0.00289302524737113,0.835956080563821,0.0238190552441954
0,5,23,5,2,7,4,305,3,3,0.0171463392914825,0.0540342754894637,0.0520042411919815,3,0.100351370997664,0,0,0.0154123298638911
1,5,17,5,2,4,4,1291,5,1,0.00998748072782891,0.0064820283862898,0.0123443307812053,10,0.0152092585714693,0,0,0.0126100880704564
0,5,4,5,2,5,4,1700,5,1,0.0134219867753184,0,0.0187319312513899,10,0.0304174232176782,0,0,0.00620496397117694
0,5,83,5,2,12,3,318,5,1,0.0568675279413742,0.0354546323158974,0.148368253010134,1,0.0785192183203001,0,0,0.0136108887109688
0,5,31,3,2,12,4,747,5,1,0.0665250027500493,0.144378767611139,0.0987645741334943,2,0.0822307941684666,0.00971458863714151,0.330921460640621,0.0266212970376301
0,5,83,5,2,7,4,949,3,3,0.0227250107819394,0.00494675399127912,0.080397989007847,3,0.0603133686493933,3.56282526298299E-07,1.66256052880251E-05,0.00360288230584468
1,5,10,2,2,7,1,1274,5,2,0.0261647550186218,0.0125970675607595,0.0988856943164851,2,0.126991624241893,0.00863166789845783,0.0193986789216711,0.0638510808646918
0,5,17,14,2,12,2,734,5,2,0.0511753623517374,0.133482011014019,0.0703092734377482,9,0.0905591529799349,0.00358562734466608,0.176954127248517,0.0324259407526021
0,5,41,5,2,10,1,1050,5,1,0.048226261836125,0.0159824887514549,0.0283679353178511,10,0.0440841104721621,0.00954969663043909,0.105499827557676,0.00960768614891913
0,5,48,5,2,12,1,470,5,1,0.0886284150810959,0.105141323419558,0.235664135718143,2,0.0633875808204684,0.0101294796390159,0.930372197038944,0.017013610888711
0,5,4,5,2,12,2,765,5,2,0.0653621247492217,0.0272114900196307,0.0434483908885853,9,0.143300689045463,0.0122539923433326,0.101711509403907,0.0202161729383507
0,5,69,5,2,8,4,122,5,1,0.0353123794125196,0.038312370793739,0.0402476411347968,9,0.0443661677887543,0.000729388268135246,0.92774597003061,0.017013610888711
0,5,23,1,2,5,4,40,3,3,0.014921854947557,0.00973498601532234,0.0516647075642533,3,0.0546700256117244,0,0,0.0078062449959968
1,5,60,16,2,7,4,1042,3,3,0.0328888438792632,0,0.125579788416939,10,0.187230651627584,0,1.00526915695036E-06,0.00660528422738191
0,5,23,5,2,6,1,80,5,1,0.0205738610867147,0.0206643156194083,0.0586638656797026,10,0.0980511762480723,1.63555947228813E-05,8.32826832335028E-05,0.0148118494795837
0,5,33,5,2,3,4,1622,5,2,0.00588947071590332,0.00102279241874121,0.0068422975505925,10,0.0119251430873362,0,0,0.00500400320256205
0,5,48,14,2,1,3,489,5,1,0.00537962030112604,0,0,10,0.0263516365085492,0,0,0.00820656525220176
0,5,14,5,2,11,1,544,8,2,0.0541436695610572,0.032909594704932,0.0662130285605363,6,0.03687414320872,0.0332452235511968,0.108901967698383,0.00640512409927942
0,5,17,2,2,11,1,1334,5,1,0.0327299521404114,0.234315011378837,0.16952655907488,9,0.316666775149611,0.00685060041566369,0.277166007055444,0.0482385908726982
0,5,69,3,2,5,3,1009,3,3,0.0120408508914525,0.0163820509702413,0.00842281665978334,3,0.0311837899842023,0,0,0.00200160128102482
0,5,41,5,2,9,1,1351,5,1,0.0388062516041954,0.0228011048763963,0.0253439018966229,10,0.0198238559800698,0.00304339874112691,0.145355269852907,0.00700560448358687
0,5,60,5,2,12,1,1516,5,2,0.0412385174527734,0.268994406128937,0.396130507989961,2,0.39484927314688,0.0485694137619314,0.8715791077231,0.0528422738190552
1,5,48,5,2,12,2,822,5,2,0.0750300759362826,0.128754581936313,0.361650967373003,9,0.440466114921866,0.0391431578930258,0.498293594270277,0.0792634107285829
0,5,60,5,2,6,3,144,5,2,0.0196327330950539,0.00133115021802199,0.0454935349620358,10,0.0516461027794858,0,0,0.0160128102481986
1,5,60,6,2,9,1,79,5,2,0.0275633515331307,0.0783163664159269,0.0865691616100645,9,0.0908226247838173,0.0116785069927293,0.696372756896537,0.0804643714971978
0,5,60,5,2,8,1,1064,5,1,0.0345528419795466,0.012846793947501,0.137934047081996,10,0.192353609361464,0,0,0.0268214571657326
0,5,14,2,2,2,3,220,5,1,0.00638360656310183,0.00123777426471866,0.0017612065952918,10,0.00229253989656182,2.28243493409848E-06,0.000488870123864628,0.00240192153722978
0,5,23,5,2,5,4,673,5,1,0.0147402643888692,0.000440821360943662,0.00459065349302665,7,0.00233080346975041,0.00105334928900092,0.244863229264778,0.0180144115292234
0,5,48,5,2,6,1,894,5,1,0.0227023119621034,0,0.168956698541792,10,0.149586861254051,0.000174756579149316,0.00270440601738653,0.0276220976781425
0,5,14,5,2,7,1,1627,5,2,0.0251747372611604,0.0441255667703212,0.361684722178098,2,0.482283925010473,0.00246017537940554,0.278077322210418,0.0314251401120897
1,5,83,5,2,5,4,1528,5,1,0.00932921495258566,0.00464925386098709,0.0326170696063793,10,0.0348603816079524,0,0,0.00920736589271417
0,5,14,5,2,6,1,497,5,2,0.0178395263280119,0.0415718430241648,0.0369992375385202,10,0.0178767827578194,0.0156419274212189,0.234628120007486,0.0104083266613291
0,5,33,5,2,8,2,126,5,2,0.0272298534878483,0.0457520455848375,0.0902265940210312,9,0.111559342666457,0.00168861216721973,0.755274105967745,0.0422337870296237
0,5,10,5,2,8,1,112,5,2,0.0250106073331156,0.116685197088407,0.326123042221304,2,0.281603050303636,0.0127610269135709,0.746675884211555,0.0388310648518815
0,5,23,4,2,6,4,166,7,1,0.024167258873056,0.0367553810607508,0.0904708199637831,3,0.107693619977768,0,0,0.0382305844675741
0,5,60,5,2,12,1,110,5,2,0.0665826228311714,0.0430267706686587,0.166895669854179,2,0.271992311908749,0.0184836591186321,0.873641920033163,0.0976781425140112
0,5,31,1,2,5,8,631,3,3,0.0159537782185617,0.0014983583204489,0.0114170664294564,5,0.0680874510707784,0.0108296861414815,0.440981421079414,0.032826261008807
0,5,33,5,2,6,4,1405,3,1,0.0119430713598514,0.0259172558761705,0.0321623725259713,3,0.046313241732548,0,0,0.016212970376301
0,5,64,5,2,8,2,205,5,2,0.0271687412805976,0.0884465715824401,0.149033421228198,2,0.187726984940914,0.00771627788393698,0.0637476743484699,0.0178142514011209
0,5,31,1,2,8,1,707,5,1,0.0275633515331307,0.0469116446328371,0.0625953076849763,2,0.0954415953352607,0.041515877046054,0.129664642209242,0.0300240192153723
0,5,60,3,2,6,3,1297,5,1,0.0260442766671847,0.00313569480395393,0.0112741049019919,9,0.00755871256498238,0.0104776122025251,0.237450683815013,0.0190152121697358
0,5,23,5,2,9,2,126,5,2,0.0375001964320947,0.0536586001424526,0.0815813927629698,2,0.103001402547047,0.0216598399037788,0.786238097226543,0.0354283426741393
0,5,31,5,2,8,1,1276,5,2,0.0276855759476321,0.0647529663151677,0.14729405597738,2,0.254705884215449,0.00736555113828315,0.37451410701941,0.0124099279423539
0,5,33,5,2,10,2,1118,3,3,0.0453522420322777,0.0349008911974706,0.128186850716396,8,0.166280750492761,0,0,0.0894715772618094
0,5,33,5,2,7,1,793,5,2,0.0287122610294439,0.0453633410350399,0.083648378180894,9,0.133011043657955,0.00314846868489807,0.124915441398222,0.060648518815052
0,5,41,5,2,5,4,882,3,3,0.0175968235620734,0,0.140223417098199,3,0.287333853377587,0,0,0.0022017614091273
0,5,4,5,2,12,2,53,3,3,0.0752745247652854,0.0309096120772024,0.37091566858341,1,0.407668692820861,0,0,0.00720576461168935
0,5,60,5,2,12,1,1282,5,2,0.0835386412486446,0.111119555964769,0.0983515741652635,9,0.152702616543871,0.00430795676524901,0.172332518292033,0.251401120896717
0,5,64,2,2,10,2,802,6,1,0.0509623426578921,0,0,7,0.0218223123352275,0.0505820982883063,0.339254214010979,0.0104083266613291
0,5,4,5,2,12,1,125,5,2,0.0825660841218263,0.168552281847715,0.278568478571656,1,0.263830127146539,0.00075715603752862,0.82995454636843,0.0344275420336269
0,5,83,2,2,5,3,978,3,1,0.00851554956461916,0.00999122700345708,0.0685599803030784,3,0.0441081616098889,0,0,0.0322257806244996
0,5,48,5,2,9,2,1322,5,2,0.0327299521404114,0.231568021124681,0.105416256314134,9,0.142686283499166,0.00367775977920103,0.0517430593897554,0.0654523618895116
0,5,60,5,2,12,1,1323,5,2,0.0694094989322824,0.315141670864965,0.29382763605172,7,0.296617713103477,0.00827517382940953,0.537315049807223,0.171537229783827
0,5,14,4,2,4,4,1642,3,3,0.00913540195244772,0.00700971109914355,0.0327084061378149,3,0.0497864891343536,3.67416355245121E-07,9.43406439599567E-06,0.00840672538030424
0,5,48,5,2,5,3,1351,5,1,0.00660710263533297,0.000210638778381947,0.0924027861613241,10,0.0465898332929335,0,0,0.00460368294635709
1,5,23,5,2,5,3,1078,5,1,0.012301014288034,0.00791741222660389,0.013491994154462,10,0.0515520833897107,2.22676578936437E-08,5.3897892491877E-05,0.00100080064051241
0,5,17,5,2,12,1,126,5,2,0.0754561153239733,0.249194360961034,0.213435603774184,2,0.224196628408999,0.0229635110689911,0.914362435102146,0.0524419535628503
0,5,14,2,2,12,2,1620,5,2,0.0560067188506714,0.155729374771989,0.0983734155097373,2,0.142810914167299,0.105953379696601,0.97285247443137,0.0720576461168935
0,5,60,5,2,5,4,968,3,3,0.0170485597598814,0,0.0229949645773104,7,0.0642709238612597,0,0,0.0262209767814251
0,5,69,16,2,7,1,1645,5,1,0.0275633515331307,0.0228315063495648,0.0429698668869333,9,0.220230324353247,0.00763513453857254,0.309395168212462,0.0100080064051241
0,5,33,5,2,1,3,1456,3,1,0.00557343330126398,2.82299393707764E-05,0.0196850081011532,4,0.0117852075015676,0,0,0.000600480384307446
0,5,17,5,2,8,2,673,5,1,0.0351919010610825,0.00598474714660459,0.0365822664167487,2,0.074105778267046,0.0149124055471363,0.228398699027055,0.0206164931945556
0,5,48,5,2,7,3,1139,3,3,0.0275214460195873,0.0148098605006688,0.0677478794040093,3,0.0527054596869122,4.45353157872874E-08,1.77855312383525E-06,0.0160128102481986
0,5,83,5,2,1,6,963,3,3,0.00540930337321922,0,0.00149911046160689,4,0.00472610871379911,0,0,0.0022017614091273
1,5,60,5,2,12,2,570,5,2,0.0858801118178786,0.347443236106527,0.268197811100168,2,0.227896176392482,0.0472475165187333,0.425584950656753,0.27822257806245
1,5,17,5,2,5,4,1421,5,3,0.015955524281626,0,0.00964791752708327,10,0.144134836803868,0.00147090127599358,0.956891970683262,0.0202161729383507
0,5,60,12,1,6,3,124,5,2,0.0230393021335145,0.00968286920417629,0.00216824983321155,2,0.0171104158601056,0.018730306831291,0.705525809898967,0.0764611689351481
0,5,48,5,2,9,2,1601,5,2,0.0450606495005387,0.000927244931640116,0.0573335292435747,2,0.0699776755351045,0.0321504452846848,0.644689549685818,0.0396317053642914
0,5,60,5,2,8,2,1519,5,2,0.0314221509052464,0.00742230252071643,0.0578676493947962,9,0.0722691230806821,0.00601328080971795,0.697828927934578,0.10648518815052
0,5,23,3,2,6,1,338,5,1,0.0205738610867147,0.0678213435713913,0.0548833275089748,2,0.0591490603806147,0.00861319687623506,0.990080081287615,0.0284227381905524
0,2,58,5,2,6,3,1379,5,3,0.0197811484555199,0.0437260045515348,0.107687756139403,1,0.223249874960971,0,0,0.0136108887109688
0,2,18,5,2,5,3,944,3,3,0.0131216639282577,0.0365708006879419,0.049480573116879,3,0.0342744007357942,0,0,0.0196156925540432
0,2,37,5,2,2,3,420,5,1,0.00650408491453893,0.00171334016642635,0.0163929218159291,10,0.0176603193697251,0,0,0.00540432345876701
0,2,7,5,2,12,1,1620,5,2,0.100896254170908,0.020631742612442,0.0601470915271468,10,0.151131621471075,0.00632048541801865,0.0644758758600854,0.0110088070456365
0,2,32,3,2,12,1,473,5,1,0.0946855078511726,0.513967305387141,0.316032341074435,2,0.195092193232519,0.0168728724157507,0.424684461477318,0.219575660528423
0,2,72,16,2,7,1,836,5,1,0.0248377470897494,0.031587130622101,0.0259018489690885,8,0.0615771618017742,0.00285881099101755,0.126974928587226,0.0628502802241794
0,2,32,5,2,5,3,563,5,2,0.0147821699024125,0.00314438093914494,0.0905820122629221,10,0.172844607793426,0,0,0.0226180944755805
